SP					DP				BPM	GENRE	TITLE	ARTIST	
B	N	H	A	L	N	H	A	L					
beatmania IIDX ▼ △													
-	5	9	11	-	6	9	11	-	170	BIGCORE	COSMIC CYBER	BEMANI Sound Team "Captain Sonic"	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	138	GARAGE	Cranberry City ft. Luschel	lapix	
-	6	10	12	-	6	10	12	-	166	HARDER DANCE MUSIC	dAuntl3ss	DJ Noriken	
-	5	9	12	-	5	9	12	-	165	INDUSTRIAL TECHNO	Dr. Chemical & Killing Machine	Hommarju	
-	7	10	12	-	7	10	12	-	166	8BARS	Drastic Dramatic	KING & Princess	
-	7	10	12	-	7	9	11	-	145	MINIMAL	DRUNK MONKY	DJ ODDBALL	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	"[HCN]
12"	"[CN]
5"	"[CN]
9"	"[CN]
11"	"[HCN]
[HBSS]
12"	148	FUSION TRANCE	Ember Lights	Nhato	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	127-165	PROGRESSIVE ROCK	EVANESCENT	SOUND HOLIC feat. Nana Takahashi	
-	5	"[CN]
9"	"[CN]
11"	-	6	"[CN]
9"	"[CN]
11"	-	160	JUKE/FOOTWORK	Garuda	kors k	
-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
10"	-	177	CYBER DRUMSTEP	Geirskögul	Maozon	
-	7	"[CN]
10"	12	-	7	"[CN]
9"	12	-	163	TECHNO GRAFFITI	GENE	VINCENT GANATCH	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
7"	"[CN]
9"	"[CN]
12"	-	150	DUBSTEP	GIGA THRASH	Blacklolita	
-	4	7	9	-	4	7	10	-	134	EDM	Glory	kradness	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	170	HARDSTYLE	GO OVER WITH GLARE -ROOTAGE 26-	BEMANI Sound Team "L.E.D.-G"	
-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	155	HARD TECHNO	HARD BRAIN	AJURIKA	
2	"[CN]
6"	"[CN]
10"	"[CN]
11"	-	"[CN]
6"	"[CN]
10"	"[CN]
11"	-	152	ELETRONIC RHAPSODY	HEISEI	BEMANI Sound Team "dj TAKA"	
-	4	6	9	-	4	6	9	-	160	RAVE SXXX	Hurry Hurry	Masayoshi Iimori	
-	"[BSS]
7"	"[BSS]
9"	"[BSS]
11"	-	"[BSS]
7"	"[BSS]
10"	"[BSS]
11"	-	140	TECH-BREAKS	IDC feat.REVERBEE (Mo'Cuts Ver)	DJ Mass MAD Izm*	
-	"[CN]
4"	"[CN]
7"	"[CN]
10"	"[CN]
11"	"[CN]
4"	"[CN]
7"	"[CN]
10"	"[CN]
11"	145	PSYCHEDELIC ROCK	IDOL syndrome.	RINA	
-	7	10	12	-	7	10	12	-	162	PSYSTYLE	KILL EACH OTHER	BEMANI Sound Team "L.E.D. VS. L.E.D.-G"	
-	5	"[BSS]
9"	"[BSS]
12"	-	5	"[BSS]
9"	"[BSS]
12"	-	180	UK HARDCORE	L.F.O	aran	
-	7	9	"[BSS]
11"	-	7	"[BSS]
9"	"[CN]
[BSS]
11"	-	230	GLITCH HOP	LADYBIRD	YUC'e	
-	5	7	10	-	5	8	10	-	192	ELECTRIC DANCE ROCK	Let me be your cure	Pizuya's Cell	
-	6	"[CN]
9"	"[CN]
[BSS]
12"	-	6	"[CN]
9"	"[CN]
[BSS]
12"	-	90-180	RECKLESS HARDCORE	Lethal Weapon	BEMANI Sound Team "HuΣeR"	
-	"[CN]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	173	Drumstep / DnB	Level One	Yamato	
-	5	8	10	-	5	8	10	-	150	MELODIC TRANCE	Lift Us High	BEMANI Sound Team "Sota Fujimori"	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
12"	-	157	TECHNO	LOST TECHNOLOGIE	かめりあ	
-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	"[BSS]
6"	"[BSS]
10"	"[BSS]
12"	-	150	JUNGLE TERROR	Mächö Mönky	kors k	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
[BSS]
12"	-	150	GLITCH DUBSTEP	Necroxis Girl	BEMANI Sound Team "HuΣeR"	
-	"[CN]
5"	"[CN]
9"	"[CN]
11"	-	"[CN]
5"	"[CN]
8"	"[CN]
11"	-	180	THEME SONG	Next Tales 2 Oath (IIDX 20th Anniv "Ring" Theme)	Hommarju	
-	6	9	11	-	6	9	12	-	165	EURO DYNAMITE	Night! Night! Night!	MM	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[HCN]
[HBSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[HCN]
[HBSS]
12"	-	400	TOKYO STYLE SPEEDCORE	ONIGOROSHI	m1dy	
-	3	5	8	10	3	6	9	10	134	ELECTRO POP	OVER TIME	空中分解feat.アンテナガール	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	192	DRUM'N'BASS	Painful Fate	BEMANI Sound Team "猫叉Master"	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	160	SPEED RAVE	Playing With Fire	kors k	
-	3	"[CN]
7"	"[CN]
[BSS]
9"	"[CN]
[MSS]
11"	3	"[CN]
7"	"[CN]
[BSS]
9"	"[CN]
[MSS]
11"	150	RIDDIM DUBSTEP	Psycho Sheep Riddim	BEMANI Sound Team "SYUNN"	
-	"[BSS]
7"	"[BSS]
10"	"[BSS]
12"	-	"[BSS]
7"	"[BSS]
10"	"[BSS]
12"	-	160	TECH-BREAKS	Red. by Jack Trance	DJ Mass MAD Izm*	
-	4	8	10	-	6	9	11	-	140	TECHNO	REPLAY	SLAKE	
-	"[CN]
7"	"[CN]
9"	"[CN]
11"	-	"[CN]
7"	"[CN]
9"	"[CN]
11"	-	150	TRANCE	ROCK女 feat. 大山愛未, Ken	Y&Co.	
"[CN]
3"	"[CN]
5"	"[CN]
8"	11	-	"[CN]
5"	8	11	-	150	NEO J-TEKNO	R∞tAge	BEMANI Sound Team "HuΣeR+"	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	220-390	IRIDESCENCE JAZZ ETUDE	ruin of opals	上ノ瀬つかさ	
-	"[CN]
4"	"[CN]
9"	"[CN]
10"	-	"[CN]
4"	"[CN]
9"	"[CN]
10"	-	145	PSYCHEDELIC TRANCE	SPEED ROCKER	AJURIKA	
-	5	"[CN]
8"	"[CN]
10"	-	5	"[CN]
8"	10	-	170	HDM	Technicolour Dreams	DUNE & M-Project & GUHROOVY	
-	3	"[CN]
8"	"[CN]
10"	-	3	"[CN]
8"	"[CN]
10"	-	160	EUROTRAPBEAT	The Best of Both Worlds	☆Taku Takahashi (m-flo, block.fm)	
-	7	10	"[CN]
12"	-	7	"[CN]
10"	"[CN]
12"	-	181	HARD ELECTRIC POP	THE DAY OF JUBILATIONS	BEMANI Sound Team "S-C-U vs L.E.D."	
-	"[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	300	DJENTCORE	The Rebellion of Sequencer	DJ Myosuke	
-	4	8	10	-	4	8	10	-	190	BOXINGCORE	toy boxer	BEMANI Sound Team "S-C-U & SYUNN"	
-	4	7	9	-	7	9	11	-	137-180	NEW AGE	ToyCube Pf.(RX-Ver.S.P.L.)	高田雅史	
-	6	10	12	-	6	10	12	-	188	MUSIC GAMES HARDCORE	Trill auf G	BEMANI Sound Team "dj TAKA"	
-	4	7	9	-	4	7	9	-	145	CYBER DANCE MUSIC	Twilight Warp	Maozon feat. Kyte	
-	"[CN]
5"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	135	METAL	Unbelief	BEMANI Sound Team "Anonymous"	
-	5	9	11	-	5	9	11	-	187	DRUM & BASS	UNDERWORLD HOLOGRAPHY	BEMANI Sound Team "L.E.D." feat. KOTOKO	
-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	167	JAZZY FOOTWORK JUNGLE	Urban Constellations	Dirty Androids	
-	"[CN]
6"	"[CN]
10"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
[BSS]
12"	-	191	REBIRTH OUT	Visterhv	Feryquitous	
-	"[CN]
6"	"[CN]
10"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	225	VVV	voltississimo	BEMANI Sound Team "PHQUASE"	
-	5	"[CN]
8"	"[CN]
10"	-	5	"[CN]
8"	"[CN]
11"	-	187	HYPER HANDS UP	Wing of Hearts	USAO & DJ Nanashi	
-	"[CN]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	"[CN]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	173	PIANO TRANCE	Wolf 1061	Xceon	
-	5	9	11	-	5	9	11	-	180	CANDY RAVE GABBER	Wonderland	kors k	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	160	ELECTRO SHOCK	XENON II ～TOMOYUKIの野望～	Mr.T	
-	7	"[CN]
10"	12	-	7	10	12	-	165	NEUTRONIKA	Xlø	sasakure.UK	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	180	FUTURE BASS	Yum Yum Jelly	YUC'e	
-	6	9	11	-	6	9	11	-	160	ORBITALIC ORIENTAL ELECTRO	ZENDEGI DANCE	ARM×BEMANI Sound Team "U1 overground"	
"[CN]
2"	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	135	ANNIVERSARY	50th Memorial Songs -Beginning Story-	BEMANI Sound Team	
2	5	8	10	-	5	8	10	-	135-175	ANNIVERSARY	50th Memorial Songs -Flagship medley-	BEMANI Sound Team	
3	5	8	10	-	5	8	10	-	160	ANNIVERSARY	50th Memorial Songs -二人の時 ～under the cherry blossoms～-	BEMANI Sound Team	
3	5	"[CN]
9"	"[CN]
11"	-	6	"[CN]
9"	"[CN]
11"	-	136	ANNIVERSARY	50th Memorial Songs -The BEMANI History-	BEMANI Sound Team	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	160	MEGA MIX	& Intelligence	lapix	
-	5	9	11	-	6	9	11	-	170	LOVELY YOUTH	おーまい！らぶりー！すうぃーてぃ！だーりん！	BEMANI Sound Team "PON" feat.NU-KO	
-	7	10	12	-	7	10	12	-	190	SPEED CANDY	お菓子の王国	Snail's House	
-	"[CN]
8"	"[CN]
11"	"[CN]
12"	-	"[CN]
8"	"[CN]
11"	"[CN]
12"	-	200	ULTIΣATE COLLARBORATION	X-DEN	T.Σ.Generation	
-	5	8	10	-	5	7	10	-	130	SPANISH GUITAR	グラナダの風	BEMANI Sound Team "劇団レコード"	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	225	音ゲー賛美歌	金野火織の金色提言	DJ TECHNORCH feat. 宇宙★海月	
-	"[CN]
5"	"[CN]
9"	"[CN]
12"	-	"[CN]
5"	"[CN]
10"	"[CN]
12"	-	220	ピタゴラス的不完全性破壊衝動音律(ハンマーによる)	最小三倍完全数	DJ TECHNORCH	
-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	145	PIANO J TRANCE POP	深愛のリグレット	Xceon feat.Mayumi Morinaga	
-	3	6	9	-	3	6	9	-	138	GIRLS ROCK	セカンドピアス	OSTER project feat. echo	
-	3	6	11	-	3	6	12	-	180	JAPANESE POPS	泰東ノ翠霞	bermei.inazawa/feat.霜月はるか	
-	"[CN]
5"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	190	Hi-歌謡コア	抱きしめてモナムール	冬色AMOUR☆Prim	
-	4	8	10	-	4	8	10	-	161	Re 90's J-DANCE POP	夏の匂い。キミの残像。 ft. Kanae Asaba	Xceon	
-	6	9	11	-	6	9	11	-	158	A-STYLE RUSSIAN HARDBASS	ハードベース・フェスタ	かめりあ feat. ななひら	
-	6	9	11	-	6	9	11	-	83-180	SOCA	花冠 feat.Aikapin	RoughSkreamZ	
-	6	9	11	-	6	9	11	-	195	勤労☆電波	爆ゼニ☆がってんワーカー	ARM×狐夢想 feat. ななひら	
-	3	6	8	-	3	6	8	-	135	ELECTRONICA	ミストレス・アンに花束を	soejima takuma feat. BEMANI Sound Team "猫叉Master"	
-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
11"	-	156	BEMANIZED ROCKCORE	ミッドナイト☆WAR	いちか	
-	"[CN]
6"	"[CN]
10"	"[CN]
11"	"[CN]
12"	"[CN]
5"	"[CN]
10"	"[CN]
11"	"[CN]
12"	144	RETROSPECTIVE EPIC MUSIC	龍王の霊廟(Mausoleum Of The Primal Dragon)	BEMANI Sound Team "黒猫ダンジョン"	
beatmania IIDX 27 HEROIC VERSE ▲ ▼ △													
-	"[HCN]
5"	"[HCN]
8"	"[HCN]
[HBSS]
11"	-	"[HCN]
5"	"[HCN]
8"	"[HCN]
[HBSS]
11"	-	150	NEO DIGITAL FUTURE	Advent Infamous	Blacklolita	
-	6	10	12	-	7	10	12	-	205	LAPLACE CORE	AKASHIC BREAK	BEMANI Sound Team "TAG"	
-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	"[CN]
4"	"[CN]
7"	"[CN]
9"	-	173	J-POP	And-RoiD	Fujishiro feat.KNA	
-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	165	MYSTICAL HARD DANCE	Artist	CANVAS feat. Quimär	
-	6	9	10	-	6	9	11	-	175	FUTURE BASS	Backyard Stars	TAKU INOUE	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
7"	"[CN]
9"	"[CN]
[BSS]
12"	-	155	PRIME BIG BEAT	BEAT PRISONER	AJURIKA	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	190	BEAT MUSIC	beatAffection	ビートまりお	
-	5	8	10	-	5	8	11	-	135	PROGRESSIVE TRANCE	Beautiful Harmony (IIDX MIX)	Ryu☆	
-	4	9	11	"[CN]
12"	4	9	11	"[CN]
12"	165	JAZZ PIANO TRANCE	Bow shock!!	Xceon	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	220	JAZZ ROCK	Calvados Queen	OSTER project feat. かなたん	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	155	TRANCE	Change Yourself	ARM × kradness	
-	4	7	9	-	4	7	9	-	160	BASS HOUSE	Crank It	Crayvxn	
-	7	10	12	-	7	10	12	-	244	POLONAISE	Dans la nuit de l'éternité	BEMANI Sound Team "レ・度胸兄弟"	
-	"[CN]
4"	"[CN]
7"	"[CN]
[BSS]
10"	-	"[CN]
4"	"[CN]
7"	"[CN]
[BSS]
10"	-	160	FUTURE BASS	Do What You Want	BEMANI Sound Team "SYUNN"	
-	6	10	12	-	"[CN]
6"	"[CN]
10"	12	-	210	FUNKY GABBER	Double Dribble	lapix	
-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	"[HCN]
7"	"[HCN]
10"	"[HCN]
12"	-	200	VERSE	EROICA	BEMANI Sound Team "HERO"	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
11"	"[CN]
[BSS]
12"	-	230	EPIC ORCHESTRA	Everlasting Message	ぺのれり	
-	"[CN]
3"	"[CN]
6"	"[CN]
8"	-	"[CN]
3"	"[CN]
6"	"[CN]
8"	-	134	エレクトロニック/エレクトロニカ/ポップ	fairy cocktail	Tomggg	
-	4	7	10	-	4	8	10	-	180	DREAM DRUM'N'BASS	Fly Above (Vicissitude Remix)	Remixed by BEMANI Sound Team "PHQUASE"	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	174	DRUM'N'BASS	Forgetting Machine	TAKU INOUE	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	150	PROGRES BEAT	Friction[!]Function	Feryquitous	
-	5	8	11	-	5	8	11	-	150-180	FREEFORM HARDCORE	GHOST	Hommarju	
-	"[CN]
6"	"[CN]
8"	"[CN]
11"	-	"[CN]
6"	"[CN]
8"	"[CN]
11"	-	150	EDM-DUBSTYLE	GIGA VIOLATE	Blacklolita	
-	5	8	10	-	5	8	10	-	154	MELODIC DANCE MUSIC	Hold My Hand	BEMANI Sound Team "Sota Fujimori"	
-	3	7	9	-	3	7	9	-	130	DANCE POP	Hyper Drive feat. ぷにぷに電機	パソコン音楽クラブ	
-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	"[CN]
5"	"[CN]
8"	"[CN]
10"	-	170	FUTURE BASS	If	Pa's Lam System	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	150	DJENT STEP	Inferno of Fomalhaut	fallen shepherd ft. ricono	
-	"[HCN]
5"	"[HCN]
8"	"[HCN]
10"	-	"[HCN]
5"	"[HCN]
8"	"[HCN]
10"	-	148	NEO 90's CINEMATIC TECHNO	Infinity Mirror	Dirty Androids	
-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
[BSS]
11"	-	155	SPOOKY	Into The Madness	Yuta Imai	
-	"[CN]
4"	"[CN]
8"	"[CN]
[BSS]
12"	-	"[CN]
5"	"[CN]
8"	"[CN]
[BSS]
12"	-	174	DRUM & BASS / HYBRID TRAP	LASER CRUSTER (IGNITE REMIX)	Remixed by BEMANI Sound Team "HuΣeR"	
-	"[BSS]
6"	"[BSS]
9"	"[BSS]
12"	-	"[BSS]
5"	"[BSS]
10"	"[BSS]
12"	-	150	BIGBEAT / DUBSTEP	Level 2	Yamato	
2	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
12"	"[CN]
[BSS]
12"	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
12"	"[CN]
[BSS]
12"	174	Hi-GAIN ENERGY	LIGHTNING STRIKES	BEMANI Sound Team "HuΣeR"	
-	6	9	11	-	6	9	11	-	165	EUROBEAT	Like+it!	Ryu☆	
-	6	"[HCN]
[HBSS]
10"	"[HCN]
[HBSS]
12"	-	6	"[HCN]
10"	"[HCN]
[HBSS]
12"	-	174	PIANO BEAT MUSIC	Lords Of The Roundtable	DJ Mass MAD Izm* feat.REO	
-	4	9	11	12	4	9	11	12	185	DARKSTEP	Lost Souls	BEMANI Sound Team "SYUNN"	
-	6	9	12	-	6	9	12	-	146	TECHSTYLE	Matt Silver	Remo-con	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	180	DRUMSTEP	Megalara Garuda	SYUNN	
-	"[BSS]
4"	"[BSS]
7"	"[BSS]
9"	"[CN]
10"	"[BSS]
4"	"[BSS]
7"	"[BSS]
9"	"[CN]
10"	178	DRUM'N'BASS	Mel	Applekid	
-	5	8	11	-	5	8	11	-	153	PSYCHEDELIC TRANCE	Moving on	AJURIKA feat.矢吹真央	
-	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
11"	-	"[CN]
5"	"[CN]
9"	"[CN]
[BSS]
11"	-	150	Hi-TECH FULL ON	Nasty Techniques	kors k	
-	"[BSS]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
9"	-	"[CN]
4"	"[CN]
[BSS]
7"	"[CN]
[BSS]
9"	-	110	INDUSTRIAL BASS	NEWALONE	Masayoshi Iimori	
-	7	"[CN]
10"	"[CN]
[BSS]
12"	-	7	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	155	CETACEA HDM	ORCA	かめりあ	
-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	"[CN]
4"	"[CN]
7"	"[CN]
10"	-	140	EPIC STORY	OUTER PLANETS	BEMANI Sound Team "劇団レコード"	
-	5	8	11	12	5	8	11	12	175	EUPHORIC HARDCORE	Override	Nhato	
-	6	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	6	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	163	PSYSTYLE	PHASE SHIFT MANEUVER	BEMANI Sound Team "L.E.D."	
3	"[CN]
[BSS]
6"	"[CN]
[BSS]
10"	"[CN]
[BSS]
12"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	150	TRIBAL FRONTIER	Primitive Vibes	lapix	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	200	ORBITALIC MOON MIXTURE	Queen Kaguya	BEMANI Sound Team "U1 overground"	
-	5	8	10	-	5	8	10	-	140	UPLIFTING TRANCE	Rainstorm	Maozon feat. Chica	
-	7	10	12	-	7	10	12	-	175	FUTURE SKOOL BREAKBEATS HARDCORE	Rave Patroller	Eagle	
-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	"[CN]
6"	"[CN]
9"	"[CN]
11"	-	175	HARD D&B	rough percussionythm	BEMANI Sound Team "setup VS 謎の勢力"	
-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
11"	-	174	HARDCORE	S!ck (Nhato Remix)	Remixed by Nhato	
-	6	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	6	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	114	TWERKCORE // uwu // BEATJUGGLE	SCREW // owo // SCREW	かめりあ	
-	"[CN]
4"	"[CN]
8"	"[CN]
[BSS]
11"	-	"[CN]
[BSS]
4"	"[CN]
[BSS]
8"	"[CN]
[BSS]
11"	-	150	HARD PSY	Shiva	Relect	
1	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	"[CN]
4"	"[CN]
8"	"[CN]
10"	-	124-153	ELECTRO NU DISCO	Silly Love	DÉ DÉ MOUSE	
-	4	"[CN]
7"	"[CN]
10"	-	4	"[CN]
7"	"[CN]
10"	-	183	A-STYLE NEURO+"スカ"+FUNK DRUMSTEP	Ska-sh All Neurons!!	かめりあ feat. ななひら	
-	5	10	"[BSS]
12"	-	5	"[BSS]
10"	"[BSS]
12"	-	215	HARDCORE	Smashing Wedge	nora2r	
-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	"[CN]
4"	"[CN]
8"	"[CN]
11"	-	180	TWINKLE POP	Sparkle Smilin'	BEMANI Sound Team "Qrispy Joybox" feat.いちか	
-	6	9	11	-	6	9	11	-	170	RIDDIM CORE	STOIC HYPOTHESIS	BEMANI Sound Team "Expander"	
-	"[CN]
4"	7	9	-	"[CN]
4"	7	10	-	135	GARAGE	Sugar Drippin'	kors k	
-	"[CN]
7"	"[CN]
9"	"[CN]
12"	-	"[CN]
7"	"[CN]
9"	"[CN]
12"	-	200	RAVECORE	T-REX vs Velociraptor (In the Far east euphoria)	RoughSketch & TARACHINE	
-	4	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	-	4	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	140	FUTURE JERSEY	take me higher	KOTONOHOUSE	
-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	"[CN]
6"	"[CN]
9"	"[CN]
12"	-	154	TECHNO	TECHNO Style Essentials	BEMANI Sound Team "SETUP from Berlin"	
-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	"[CN]
6"	"[CN]
10"	"[CN]
12"	-	215	HARDCORE	THE BRAVE MUST DIE	BEMANI Sound Team "L.E.D.-G"	
-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	"[CN]
7"	"[CN]
10"	"[CN]
12"	-	170	PIERROT CORE	THE F∀UST	Masqed Pierrot	
-	4	8	10	-	5	8	11	-	138	WORLD/CONTEMPORARY	The Sky of Sadness	猫叉Master	
-	5	8	11	-	5	8	11	-	102-146	TRAP	Theory	YUTO	
-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	"[CN]
6"	"[CN]
[BSS]
9"	"[CN]
[BSS]
12"	-	183	UK HARDCORE	TRIUMPH	AJURIKA	
-	7	10	11	-	7	10	11	-	185	DANCE POP DUET	UNITE THE HEART	BEMANI Sound Team "T.Kakuta" feat. 709sec. / 花たん	
2	6	9	11	-	6	9	"[CN]
11"	-	184	HEROIC VALHALLA ROCK	VALKYRIAS -英雄誕生-	BEMANI Sound Team "HuΣeR" feat.Fernweh	
-	"[CN]
[BSS]
5"	"[CN]
[BSS]
7"	"[CN]
[BSS]
10"	-	"[CN]
[BSS]
5"	"[CN]
[BSS]
8"	"[CN]
[BSS]
10"	-	176	EMO STEP	VIBRΛ	Nhato Vs. MK	
-	5	10	"[CN]
12"	-	5	10	"[CN]
12"	-	160	ANTHEM TRANCE	Vinculum stellarum	iconoclasm	
-	"[HCN]
4"	"[HCN]
7"	"[HCN]
10"	-	"[HCN]
5"	"[HCN]
7"	"[HCN]
[HBSS]
10"	-	132	PROGRESSIVE DISCO	Virus Funk	Nhato	
-	6	8	"[CN]
[BSS]
11"	-	6	8	"[CN]
[BSS]
11"	-	175	HARDCORE RAVE	Volcanic Dragon	DJ Shimamura	
-	5	8	10	-	5	7	10	-	137	TRIBAL DANCE	Voo Doo Bamboleo	SOUND HOLIC Vs. ZYTOKINE feat. CALEN	
-	6	9	11	12	6	9	11	12	160	HARD STACC	Ypsilon	BEMANI Sound Team "setup"	
-	5	9	11	-	5	8	11	-	150	HIP HOP	27th style	三代目 "dj TAKA & DAYBREAKERS"	
-	7	10	12	-	7	10	12	-	60-147	CINEMATIC VALSE	華麗なる大犬円舞曲	Wiktoria	
